Position,Symbol,"AVG Ct	",,,,,Standard Deviation,,,,
,,Control Group,Group 1,Group 2,Group 3,Group 4,Control Group,Group 1,Group 2,Group 3,Group 4
A01,APCS,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A02,C3,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A03,CASP1,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A04,CCL2,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A05,CCL5,35.00,35.00,35.00,35.00,33.59,0.000000,0.000000,0.000000,0.000000,0.000000
A06,CCR4,35.00,35.00,35.00,35.00,32.54,0.000000,0.000000,0.000000,0.000000,0.000000
A07,CCR5,35.00,35.00,35.00,35.00,31.94,0.000000,0.000000,0.000000,0.000000,0.000000
A08,CCR6,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A09,CCR8,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
A10,CD14,35.00,35.00,35.00,35.00,33.05,0.000000,0.000000,0.000000,0.000000,0.000000
A11,CD4,35.00,34.81,35.00,35.00,31.64,0.000000,0.000000,0.000000,0.000000,0.000000
A12,CD40,35.00,35.00,35.00,35.00,33.90,0.000000,0.000000,0.000000,0.000000,0.000000
B01,CD40LG,35.00,35.00,35.00,35.00,32.44,0.000000,0.000000,0.000000,0.000000,0.000000
B02,CD80,35.00,35.00,35.00,35.00,33.94,0.000000,0.000000,0.000000,0.000000,0.000000
B03,CD86,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
B04,CD8A,35.00,35.00,35.00,35.00,31.58,0.000000,0.000000,0.000000,0.000000,0.000000
B05,CRP,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
B06,CSF2,35.00,35.00,35.00,35.00,33.87,0.000000,0.000000,0.000000,0.000000,0.000000
B07,CXCL10,35.00,35.00,35.00,35.00,34.76,0.000000,0.000000,0.000000,0.000000,0.000000
B08,CXCR3,35.00,33.64,34.88,34.46,31.80,0.000000,0.000000,0.000000,0.000000,0.000000
B09,DDX58,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
B10,FASLG,35.00,34.35,35.00,35.00,31.99,0.000000,0.000000,0.000000,0.000000,0.000000
B11,FOXP3,35.00,32.07,35.00,34.85,30.04,0.000000,0.000000,0.000000,0.000000,0.000000
B12,GATA3,35.00,35.00,35.00,35.00,32.95,0.000000,0.000000,0.000000,0.000000,0.000000
C01,HLA-A,35.00,35.00,35.00,35.00,33.43,0.000000,0.000000,0.000000,0.000000,0.000000
C02,HLA-E,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C03,ICAM1,35.00,35.00,35.00,35.00,32.87,0.000000,0.000000,0.000000,0.000000,0.000000
C04,IFNA1,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C05,IFNAR1,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C06,IFNB1,34.33,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C07,IFNG,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C08,IFNGR1,35.00,29.70,31.76,35.00,28.05,0.000000,0.000000,0.000000,0.000000,0.000000
C09,IL10,35.00,35.00,35.00,35.00,33.30,0.000000,0.000000,0.000000,0.000000,0.000000
C10,IL13,35.00,32.47,35.00,35.00,30.25,0.000000,0.000000,0.000000,0.000000,0.000000
C11,IL17A,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
C12,IL18,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
D01,IL1A,35.00,35.00,35.00,35.00,31.95,0.000000,0.000000,0.000000,0.000000,0.000000
D02,IL1B,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
D03,IL1R1,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
D04,IL2,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
D05,IL23A,35.00,35.00,35.00,35.00,35.00,0.000000,0.000000,0.000000,0.000000,0.000000
D06,IL4,34.41,35.00,35.00,35.00,34.70,0.000000,0.000000,0.000000,0.000000,0.000000
D07,IL5,35.00,35.00,35.00,35.00,34.05,0.000000,0.000000,0.000000,0.000000,0.000000
D08,IL6,35.00,35.00,35.00,35.00,33.83,0.000000,0.000000,0.000000,0.000000,0.000000
D09,CXCL8,35.00,33.14,35.00,35.00,31.02,0.000000,0.000000,0.000000,0.000000,0.000000
D10,IRAK1,35.00,34.25,35.00,35.00,31.92,0.000000,0.000000,0.000000,0.000000,0.000000
D11,IRF3,35.00,35.00,35.00,35.00,34.39,0.000000,0.000000,0.000000,0.000000,0.000000
